distance;n_common_business_interest;skills_distinct_sum;common_skills;hobbies_distinct_sum;common_hobbies;proximityScore;businessInterestsScore;skillsScore;hobbiesScore;total_score
400;5;2;1;2;0;20,88;24,89;10;0;55,77
300;0;3;0;4;3;24,56;0;20;11,25;55,82
300;0;4;0;4;3;24,56;0;20;11,25;55,82
300;0;2;0;4;3;24,56;0;20;11,25;55,82
300;0;5;0;4;3;24,56;0;20;11,25;55,82
300;1;4;3;2;1;24,56;18,75;5;7,5;55,82
300;1;4;3;4;2;24,56;18,75;5;7,5;55,82
400;2;3;2;3;1;20,88;23,32;6,67;5;55,87
400;0;5;0;4;4;20,88;0;20;15;55,88
400;0;5;0;3;3;20,88;0;20;15;55,88
400;0;5;0;2;2;20,88;0;20;15;55,88
400;0;4;0;4;4;20,88;0;20;15;55,88
400;0;3;0;2;2;20,88;0;20;15;55,88
400;1;4;3;4;3;20,88;18,75;5;11,25;55,88
400;0;4;0;3;3;20,88;0;20;15;55,88
400;0;2;0;2;2;20,88;0;20;15;55,88
400;0;2;0;3;3;20,88;0;20;15;55,88
400;0;4;0;2;2;20,88;0;20;15;55,88
400;0;3;0;4;4;20,88;0;20;15;55,88
400;0;2;0;4;4;20,88;0;20;15;55,88
400;0;3;0;3;3;20,88;0;20;15;55,88
300;2;5;3;3;0;24,56;23,32;8;0;55,88
300;2;5;3;4;0;24,56;23,32;8;0;55,88
300;2;5;3;2;0;24,56;23,32;8;0;55,88
200;0;5;2;4;4;28,9;0;12;15;55,9
200;0;5;2;2;2;28,9;0;12;15;55,9
200;0;5;2;3;3;28,9;0;12;15;55,9
300;4;3;2;4;0;24,56;24,7;6,67;0;55,94
300;4;3;2;2;0;24,56;24,7;6,67;0;55,94
300;4;3;2;3;0;24,56;24,7;6,67;0;55,94
400;2;5;3;4;1;20,88;23,32;8;3,75;55,95
200;2;5;5;4;1;28,9;23,32;0;3,75;55,97
200;2;4;4;4;1;28,9;23,32;0;3,75;55,97
200;2;2;2;4;1;28,9;23,32;0;3,75;55,97
200;2;3;3;4;1;28,9;23,32;0;3,75;55,97
0;0;5;1;2;0;40;0;16;0;56
0;0;5;1;3;0;40;0;16;0;56
0;0;5;1;4;0;40;0;16;0;56
100;0;5;2;3;2;34;0;12;10;56
400;4;3;2;4;1;20,88;24,7;6,67;3,75;56
300;5;3;2;2;0;24,56;24,89;6,67;0;56,12
300;5;3;2;3;0;24,56;24,89;6,67;0;56,12
300;5;3;2;4;0;24,56;24,89;6,67;0;56,12
200;0;5;1;4;3;28,9;0;16;11,25;56,15
400;5;3;2;4;1;20,88;24,89;6,67;3,75;56,18
400;2;5;2;2;0;20,88;23,32;12;0;56,2
400;2;5;2;4;0;20,88;23,32;12;0;56,2
400;2;5;2;3;0;20,88;23,32;12;0;56,2
200;2;5;4;3;0;28,9;23,32;4;0;56,22
200;2;5;4;2;0;28,9;23,32;4;0;56,22
200;2;5;4;4;0;28,9;23,32;4;0;56,22
0;0;4;3;4;3;40;0;5;11,25;56,25
400;1;3;2;3;2;20,88;18,75;6,67;10;56,3
300;1;5;3;3;1;24,56;18,75;8;5;56,32
300;3;5;5;2;1;24,56;24,25;0;7,5;56,32
300;3;3;3;2;1;24,56;24,25;0;7,5;56,32
300;3;4;4;2;1;24,56;24,25;0;7,5;56,32
300;3;4;4;4;2;24,56;24,25;0;7,5;56,32
300;3;5;5;4;2;24,56;24,25;0;7,5;56,32
300;3;2;2;2;1;24,56;24,25;0;7,5;56,32
300;3;3;3;4;2;24,56;24,25;0;7,5;56,32
300;3;2;2;4;2;24,56;24,25;0;7,5;56,32
400;3;3;3;4;3;20,88;24,25;0;11,25;56,39
400;3;5;5;4;3;20,88;24,25;0;11,25;56,39
400;3;4;4;4;3;20,88;24,25;0;11,25;56,39
400;3;2;2;4;3;20,88;24,25;0;11,25;56,39
200;0;4;0;4;2;28,9;0;20;7,5;56,4
200;0;3;0;2;1;28,9;0;20;7,5;56,4
200;1;4;3;4;1;28,9;18,75;5;3,75;56,4
200;0;4;0;2;1;28,9;0;20;7,5;56,4
200;0;2;0;2;1;28,9;0;20;7,5;56,4
200;0;5;0;2;1;28,9;0;20;7,5;56,4
200;0;2;0;4;2;28,9;0;20;7,5;56,4
200;0;5;0;4;2;28,9;0;20;7,5;56,4
200;0;3;0;4;2;28,9;0;20;7,5;56,4
100;0;4;1;2;1;34;0;15;7,5;56,5
100;0;4;1;4;2;34;0;15;7,5;56,5
100;1;4;4;4;1;34;18,75;0;3,75;56,5
100;1;3;3;4;1;34;18,75;0;3,75;56,5
100;1;5;5;4;1;34;18,75;0;3,75;56,5
100;1;2;2;4;1;34;18,75;0;3,75;56,5
300;3;5;4;4;1;24,56;24,25;4;3,75;56,57
400;1;5;2;3;1;20,88;18,75;12;5;56,63
300;2;4;3;4;1;24,56;23,32;5;3,75;56,63
400;3;5;4;2;1;20,88;24,25;4;7,5;56,64
400;3;5;4;4;2;20,88;24,25;4;7,5;56,64
300;1;3;1;2;0;24,56;18,75;13,33;0;56,65
300;1;3;1;3;0;24,56;18,75;13,33;0;56,65
300;1;3;1;4;0;24,56;18,75;13,33;0;56,65
200;1;5;4;3;1;28,9;18,75;4;5;56,65
0;0;3;2;3;2;40;0;6,67;10;56,67
400;2;4;3;4;2;20,88;23,32;5;7,5;56,7
400;2;4;3;2;1;20,88;23,32;5;7,5;56,7
400;1;3;1;4;1;20,88;18,75;13,33;3,75;56,71
100;1;5;4;2;0;34;18,75;4;0;56,75
100;1;5;4;3;0;34;18,75;4;0;56,75
100;1;5;4;4;0;34;18,75;4;0;56,75
300;4;3;3;2;1;24,56;24,7;0;7,5;56,77
300;4;4;4;4;2;24,56;24,7;0;7,5;56,77
300;4;4;4;2;1;24,56;24,7;0;7,5;56,77
300;4;3;3;4;2;24,56;24,7;0;7,5;56,77
300;4;5;5;2;1;24,56;24,7;0;7,5;56,77
300;4;5;5;4;2;24,56;24,7;0;7,5;56,77
300;4;2;2;4;2;24,56;24,7;0;7,5;56,77
300;4;2;2;2;1;24,56;24,7;0;7,5;56,77
400;3;3;2;3;1;20,88;24,25;6,67;5;56,8
300;3;5;3;2;0;24,56;24,25;8;0;56,82
300;3;5;3;4;0;24,56;24,25;8;0;56,82
300;3;5;3;3;0;24,56;24,25;8;0;56,82
400;4;4;4;4;3;20,88;24,7;0;11,25;56,83
400;4;3;3;4;3;20,88;24,7;0;11,25;56,83
400;4;5;5;4;3;20,88;24,7;0;11,25;56,83
400;4;2;2;4;3;20,88;24,7;0;11,25;56,83
300;2;5;4;3;1;24,56;23,32;4;5;56,88
400;3;5;3;4;1;20,88;24,25;8;3,75;56,89
200;3;2;2;4;1;28,9;24,25;0;3,75;56,9
200;3;5;5;4;1;28,9;24,25;0;3,75;56,9
200;3;3;3;4;1;28,9;24,25;0;3,75;56,9
200;3;4;4;4;1;28,9;24,25;0;3,75;56,9
300;5;4;4;2;1;24,56;24,89;0;7,5;56,95
300;5;3;3;2;1;24,56;24,89;0;7,5;56,95
300;5;2;2;4;2;24,56;24,89;0;7,5;56,95
300;5;4;4;4;2;24,56;24,89;0;7,5;56,95
300;5;2;2;2;1;24,56;24,89;0;7,5;56,95
300;5;5;5;4;2;24,56;24,89;0;7,5;56,95
300;5;5;5;2;1;24,56;24,89;0;7,5;56,95
300;5;3;3;4;2;24,56;24,89;0;7,5;56,95
100;0;5;3;2;2;34;0;8;15;57
100;0;5;3;4;4;34;0;8;15;57
0;0;5;2;3;1;40;0;12;5;57
100;0;5;3;3;3;34;0;8;15;57
400;5;2;2;4;3;20,88;24,89;0;11,25;57,02
400;5;3;3;4;3;20,88;24,89;0;11,25;57,02
400;5;5;5;4;3;20,88;24,89;0;11,25;57,02
400;5;4;4;4;3;20,88;24,89;0;11,25;57,02
300;4;5;4;4;1;24,56;24,7;4;3,75;57,02
300;1;2;1;4;1;24,56;18,75;10;3,75;57,06
300;1;4;2;4;1;24,56;18,75;10;3,75;57,06
0;0;3;1;4;1;40;0;13,33;3,75;57,08
400;4;5;4;4;2;20,88;24,7;4;7,5;57,08
400;4;5;4;2;1;20,88;24,7;4;7,5;57,08
400;1;4;2;2;1;20,88;18,75;10;7,5;57,13
400;1;4;2;4;2;20,88;18,75;10;7,5;57,13
400;1;2;1;4;2;20,88;18,75;10;7,5;57,13
400;1;2;1;2;1;20,88;18,75;10;7,5;57,13
400;3;5;2;4;0;20,88;24,25;12;0;57,14
400;3;5;2;3;0;20,88;24,25;12;0;57,14
400;3;5;2;2;0;20,88;24,25;12;0;57,14
200;3;5;4;3;0;28,9;24,25;4;0;57,15
200;3;5;4;4;0;28,9;24,25;4;0;57,15
200;3;5;4;2;0;28,9;24,25;4;0;57,15
400;2;5;3;3;1;20,88;23,32;8;5;57,2
300;5;5;4;4;1;24,56;24,89;4;3,75;57,2
200;2;4;3;4;0;28,9;23,32;5;0;57,22
200;2;4;3;3;0;28,9;23,32;5;0;57,22
200;2;2;2;3;1;28,9;23,32;0;5;57,22
200;2;3;3;3;1;28,9;23,32;0;5;57,22
200;2;4;4;3;1;28,9;23,32;0;5;57,22
200;2;5;5;3;1;28,9;23,32;0;5;57,22
200;2;4;3;2;0;28,9;23,32;5;0;57,22
200;0;3;1;2;2;28,9;0;13,33;15;57,23
200;0;3;1;4;4;28,9;0;13,33;15;57,23
200;0;3;1;3;3;28,9;0;13,33;15;57,23
100;0;5;2;4;3;34;0;12;11,25;57,25
400;4;3;2;3;1;20,88;24,7;6,67;5;57,25
400;5;5;4;2;1;20,88;24,89;4;7,5;57,27
400;5;5;4;4;2;20,88;24,89;4;7,5;57,27
300;4;5;3;4;0;24,56;24,7;8;0;57,27
300;4;5;3;2;0;24,56;24,7;8;0;57,27
300;4;5;3;3;0;24,56;24,7;8;0;57,27
300;1;5;4;3;2;24,56;18,75;4;10;57,32
100;2;4;4;3;0;34;23,32;0;0;57,32
100;2;5;5;3;0;34;23,32;0;0;57,32
100;2;5;5;4;0;34;23,32;0;0;57,32
100;2;2;2;2;0;34;23,32;0;0;57,32
100;2;2;2;3;0;34;23,32;0;0;57,32
100;2;3;3;3;0;34;23,32;0;0;57,32
100;2;5;5;2;0;34;23,32;0;0;57,32
100;2;4;4;4;0;34;23,32;0;0;57,32
100;2;4;4;2;0;34;23,32;0;0;57,32
100;2;3;3;4;0;34;23,32;0;0;57,32
100;2;3;3;2;0;34;23,32;0;0;57,32
100;2;2;2;4;0;34;23,32;0;0;57,32
100;0;3;1;3;2;34;0;13,33;10;57,33
400;4;5;3;4;1;20,88;24,7;8;3,75;57,33
200;4;2;2;4;1;28,9;24,7;0;3,75;57,35
200;4;4;4;4;1;28,9;24,7;0;3,75;57,35
200;4;5;5;4;1;28,9;24,7;0;3,75;57,35
200;4;3;3;4;1;28,9;24,7;0;3,75;57,35
400;5;3;2;3;1;20,88;24,89;6,67;5;57,43
300;5;5;3;2;0;24,56;24,89;8;0;57,45
300;5;5;3;3;0;24,56;24,89;8;0;57,45
300;5;5;3;4;0;24,56;24,89;8;0;57,45
300;1;3;2;4;2;24,56;18,75;6,67;7,5;57,48
300;1;3;2;2;1;24,56;18,75;6,67;7,5;57,48
100;0;5;1;2;1;34;0;16;7,5;57,5
0;0;4;2;4;2;40;0;10;7,5;57,5
0;0;4;2;2;1;40;0;10;7,5;57,5
0;0;2;1;4;2;40;0;10;7,5;57,5
0;0;2;1;2;1;40;0;10;7,5;57,5
100;0;5;1;4;2;34;0;16;7,5;57,5
400;5;5;3;4;1;20,88;24,89;8;3,75;57,52
400;2;3;1;4;0;20,88;23,32;13,33;0;57,53
400;2;3;1;3;0;20,88;23,32;13,33;0;57,53
400;2;3;1;2;0;20,88;23,32;13,33;0;57,53
200;5;2;2;4;1;28,9;24,89;0;3,75;57,54
200;5;3;3;4;1;28,9;24,89;0;3,75;57,54
200;5;4;4;4;1;28,9;24,89;0;3,75;57,54
200;5;5;5;4;1;28,9;24,89;0;3,75;57,54
400;1;3;2;4;3;20,88;18,75;6,67;11,25;57,55
300;3;4;3;4;1;24,56;24,25;5;3,75;57,57
400;4;5;2;4;0;20,88;24,7;12;0;57,58
400;4;5;2;2;0;20,88;24,7;12;0;57,58
400;4;5;2;3;0;20,88;24,7;12;0;57,58
200;4;5;4;2;0;28,9;24,7;4;0;57,6
200;4;5;4;3;0;28,9;24,7;4;0;57,6
200;4;5;4;4;0;28,9;24,7;4;0;57,6
400;1;5;3;3;2;20,88;18,75;8;10;57,63
400;3;4;3;2;1;20,88;24,25;5;7,5;57,64
400;3;4;3;4;2;20,88;24,25;5;7,5;57,64
200;1;4;2;3;0;28,9;18,75;10;0;57,65
200;1;4;2;2;0;28,9;18,75;10;0;57,65
200;1;4;2;4;0;28,9;18,75;10;0;57,65
200;1;2;2;3;2;28,9;18,75;0;10;57,65
200;1;5;5;3;2;28,9;18,75;0;10;57,65
200;1;2;1;2;0;28,9;18,75;10;0;57,65
200;1;4;3;3;1;28,9;18,75;5;5;57,65
200;1;2;1;3;0;28,9;18,75;10;0;57,65
200;1;2;1;4;0;28,9;18,75;10;0;57,65
200;1;4;4;3;2;28,9;18,75;0;10;57,65
200;1;3;3;3;2;28,9;18,75;0;10;57,65
100;1;4;3;4;0;34;18,75;5;0;57,75
100;0;4;0;4;1;34;0;20;3,75;57,75
100;1;2;2;3;1;34;18,75;0;5;57,75
100;1;4;3;2;0;34;18,75;5;0;57,75
100;1;3;3;3;1;34;18,75;0;5;57,75
100;0;5;0;4;1;34;0;20;3,75;57,75
100;1;5;5;3;1;34;18,75;0;5;57,75
100;1;4;3;3;0;34;18,75;5;0;57,75
100;0;2;0;4;1;34;0;20;3,75;57,75
100;1;4;4;3;1;34;18,75;0;5;57,75
100;0;3;0;4;1;34;0;20;3,75;57,75
400;5;5;2;3;0;20,88;24,89;12;0;57,77
400;5;5;2;2;0;20,88;24,89;12;0;57,77
400;5;5;2;4;0;20,88;24,89;12;0;57,77
200;5;5;4;4;0;28,9;24,89;4;0;57,79
200;5;5;4;3;0;28,9;24,89;4;0;57,79
200;5;5;4;2;0;28,9;24,89;4;0;57,79
300;3;5;4;3;1;24,56;24,25;4;5;57,82
300;2;4;3;3;1;24,56;23,32;5;5;57,88
300;2;4;4;3;2;24,56;23,32;0;10;57,88
300;2;5;5;3;2;24,56;23,32;0;10;57,88
300;2;2;1;2;0;24,56;23,32;10;0;57,88
300;2;3;3;3;2;24,56;23,32;0;10;57,88
300;2;2;1;3;0;24,56;23,32;10;0;57,88
300;2;2;1;4;0;24,56;23,32;10;0;57,88
300;2;2;2;3;2;24,56;23,32;0;10;57,88
300;2;4;2;2;0;24,56;23,32;10;0;57,88
300;2;4;2;4;0;24,56;23,32;10;0;57,88
300;2;4;2;3;0;24,56;23,32;10;0;57,88
0;0;3;2;4;3;40;0;6,67;11,25;57,92
400;2;4;2;4;1;20,88;23,32;10;3,75;57,95
400;2;2;1;4;1;20,88;23,32;10;3,75;57,95
400;1;3;1;3;1;20,88;18,75;13,33;5;57,96
0;0;5;3;3;2;40;0;8;10;58
300;4;4;3;4;1;24,56;24,7;5;3,75;58,02
200;1;3;2;4;1;28,9;18,75;6,67;3,75;58,07
400;4;4;3;2;1;20,88;24,7;5;7,5;58,08
400;4;4;3;4;2;20,88;24,7;5;7,5;58,08
400;3;5;3;3;1;20,88;24,25;8;5;58,14
200;3;4;3;3;0;28,9;24,25;5;0;58,15
200;3;4;3;2;0;28,9;24,25;5;0;58,15
200;3;4;4;3;1;28,9;24,25;0;5;58,15
200;3;2;2;3;1;28,9;24,25;0;5;58,15
200;3;3;3;3;1;28,9;24,25;0;5;58,15
200;3;4;3;4;0;28,9;24,25;5;0;58,15
200;3;5;5;3;1;28,9;24,25;0;5;58,15
400;2;5;4;3;2;20,88;23,32;4;10;58,2
300;5;4;3;4;1;24,56;24,89;5;3,75;58,2
100;3;4;4;2;0;34;24,25;0;0;58,25
100;3;5;5;3;0;34;24,25;0;0;58,25
100;3;5;5;4;0;34;24,25;0;0;58,25
100;3;5;5;2;0;34;24,25;0;0;58,25
100;3;2;2;3;0;34;24,25;0;0;58,25
100;3;3;3;4;0;34;24,25;0;0;58,25
100;3;2;2;4;0;34;24,25;0;0;58,25
100;3;4;4;4;0;34;24,25;0;0;58,25
100;3;3;3;2;0;34;24,25;0;0;58,25
100;3;2;2;2;0;34;24,25;0;0;58,25
100;3;4;4;3;0;34;24,25;0;0;58,25
100;3;3;3;3;0;34;24,25;0;0;58,25
400;5;4;3;2;1;20,88;24,89;5;7,5;58,27
400;5;4;3;4;2;20,88;24,89;5;7,5;58,27
300;4;5;4;3;1;24,56;24,7;4;5;58,27
300;2;3;2;4;1;24,56;23,32;6,67;3,75;58,3
300;1;4;3;3;2;24,56;18,75;5;10;58,32
300;1;3;3;4;4;24,56;18,75;0;15;58,32
300;1;4;1;2;0;24,56;18,75;15;0;58,32
300;1;4;1;3;0;24,56;18,75;15;0;58,32
300;1;4;1;4;0;24,56;18,75;15;0;58,32
300;1;3;3;2;2;24,56;18,75;0;15;58,32
300;1;2;2;4;4;24,56;18,75;0;15;58,32
300;1;2;2;3;3;24,56;18,75;0;15;58,32
300;1;2;1;3;1;24,56;18,75;10;5;58,32
300;1;2;2;2;2;24,56;18,75;0;15;58,32
300;1;3;3;3;3;24,56;18,75;0;15;58,32
300;1;4;4;3;3;24,56;18,75;0;15;58,32
300;1;4;2;3;1;24,56;18,75;10;5;58,32
300;1;4;4;4;4;24,56;18,75;0;15;58,32
300;1;5;5;3;3;24,56;18,75;0;15;58,32
300;1;4;4;2;2;24,56;18,75;0;15;58,32
300;1;5;5;2;2;24,56;18,75;0;15;58,32
300;1;5;5;4;4;24,56;18,75;0;15;58,32
0;0;3;1;3;1;40;0;13,33;5;58,33
400;2;3;2;4;2;20,88;23,32;6,67;7,5;58,37
400;2;3;2;2;1;20,88;23,32;6,67;7,5;58,37
400;1;4;1;4;1;20,88;18,75;15;3,75;58,38
300;5;5;4;3;1;24,56;24,89;4;5;58,45
400;3;3;1;3;0;20,88;24,25;13,33;0;58,47
400;3;3;1;2;0;20,88;24,25;13,33;0;58,47
400;3;3;1;4;0;20,88;24,25;13,33;0;58,47
300;1;5;4;4;3;24,56;18,75;4;11,25;58,56
100;0;3;1;4;3;34;0;13,33;11,25;58,58
400;4;5;3;3;1;20,88;24,7;8;5;58,58
200;4;3;3;3;1;28,9;24,7;0;5;58,6
200;4;2;2;3;1;28,9;24,7;0;5;58,6
200;4;4;4;3;1;28,9;24,7;0;5;58,6
200;4;4;3;2;0;28,9;24,7;5;0;58,6
200;4;4;3;3;0;28,9;24,7;5;0;58,6
200;4;4;3;4;0;28,9;24,7;5;0;58,6
200;4;5;5;3;1;28,9;24,7;0;5;58,6
400;1;5;4;4;4;20,88;18,75;4;15;58,63
400;1;5;4;2;2;20,88;18,75;4;15;58,63
400;1;5;4;3;3;20,88;18,75;4;15;58,63
100;4;2;2;3;0;34;24,7;0;0;58,7
100;4;5;5;3;0;34;24,7;0;0;58,7
100;4;5;5;4;0;34;24,7;0;0;58,7
100;4;5;5;2;0;34;24,7;0;0;58,7
100;4;2;2;2;0;34;24,7;0;0;58,7
100;4;2;2;4;0;34;24,7;0;0;58,7
100;4;4;4;2;0;34;24,7;0;0;58,7
100;4;3;3;4;0;34;24,7;0;0;58,7
100;4;3;3;2;0;34;24,7;0;0;58,7
100;4;4;4;3;0;34;24,7;0;0;58,7
100;4;4;4;4;0;34;24,7;0;0;58,7
100;4;3;3;3;0;34;24,7;0;0;58,7
0;1;2;2;2;0;40;18,75;0;0;58,75
0;0;4;1;4;1;40;0;15;3,75;58,75
0;1;4;4;2;0;40;18,75;0;0;58,75
0;1;5;5;4;0;40;18,75;0;0;58,75
0;1;4;4;3;0;40;18,75;0;0;58,75
0;1;3;3;3;0;40;18,75;0;0;58,75
0;1;3;3;2;0;40;18,75;0;0;58,75
0;1;5;5;2;0;40;18,75;0;0;58,75
0;1;3;3;4;0;40;18,75;0;0;58,75
0;1;2;2;3;0;40;18,75;0;0;58,75
0;1;4;4;4;0;40;18,75;0;0;58,75
0;1;2;2;4;0;40;18,75;0;0;58,75
0;1;5;5;3;0;40;18,75;0;0;58,75
400;5;5;3;3;1;20,88;24,89;8;5;58,77
200;5;2;2;3;1;28,9;24,89;0;5;58,79
200;5;3;3;3;1;28,9;24,89;0;5;58,79
200;5;4;3;3;0;28,9;24,89;5;0;58,79
200;5;4;3;4;0;28,9;24,89;5;0;58,79
200;5;4;4;3;1;28,9;24,89;0;5;58,79
200;5;5;5;3;1;28,9;24,89;0;5;58,79
200;5;4;3;2;0;28,9;24,89;5;0;58,79
300;1;5;3;4;2;24,56;18,75;8;7,5;58,82
300;1;5;3;2;1;24,56;18,75;8;7,5;58,82
300;3;2;2;3;2;24,56;24,25;0;10;58,82
300;3;2;1;3;0;24,56;24,25;10;0;58,82
300;3;2;1;2;0;24,56;24,25;10;0;58,82
300;3;3;3;3;2;24,56;24,25;0;10;58,82
300;3;5;5;3;2;24,56;24,25;0;10;58,82
300;3;4;2;2;0;24,56;24,25;10;0;58,82
300;3;4;2;3;0;24,56;24,25;10;0;58,82
300;3;4;2;4;0;24,56;24,25;10;0;58,82
300;3;4;3;3;1;24,56;24,25;5;5;58,82
300;3;4;4;3;2;24,56;24,25;0;10;58,82
300;3;2;1;4;0;24,56;24,25;10;0;58,82
400;1;5;3;4;3;20,88;18,75;8;11,25;58,88
400;3;2;1;4;1;20,88;24,25;10;3,75;58,89
400;3;4;2;4;1;20,88;24,25;10;3,75;58,89
200;2;3;2;3;0;28,9;23,32;6,67;0;58,89
200;2;3;2;2;0;28,9;23,32;6,67;0;58,89
200;2;3;2;4;0;28,9;23,32;6,67;0;58,89
100;5;4;4;3;0;34;24,89;0;0;58,89
100;5;3;3;4;0;34;24,89;0;0;58,89
100;5;4;4;4;0;34;24,89;0;0;58,89
100;5;3;3;3;0;34;24,89;0;0;58,89
100;5;3;3;2;0;34;24,89;0;0;58,89
100;5;5;5;2;0;34;24,89;0;0;58,89
100;5;4;4;2;0;34;24,89;0;0;58,89
100;5;2;2;4;0;34;24,89;0;0;58,89
100;5;2;2;3;0;34;24,89;0;0;58,89
100;5;2;2;2;0;34;24,89;0;0;58,89
100;5;5;5;4;0;34;24,89;0;0;58,89
100;5;5;5;3;0;34;24,89;0;0;58,89
200;0;4;0;3;2;28,9;0;20;10;58,9
200;0;4;1;2;2;28,9;0;15;15;58,9
200;0;4;1;3;3;28,9;0;15;15;58,9
200;1;4;4;4;3;28,9;18,75;0;11,25;58,9
200;0;5;0;3;2;28,9;0;20;10;58,9
200;1;3;3;4;3;28,9;18,75;0;11,25;58,9
200;0;3;0;3;2;28,9;0;20;10;58,9
200;1;5;5;4;3;28,9;18,75;0;11,25;58,9
200;1;2;2;4;3;28,9;18,75;0;11,25;58,9
200;0;2;0;3;2;28,9;0;20;10;58,9
200;0;4;1;4;4;28,9;0;15;15;58,9
400;4;3;1;3;0;20,88;24,7;13,33;0;58,92
400;4;3;1;2;0;20,88;24,7;13,33;0;58,92
400;4;3;1;4;0;20,88;24,7;13,33;0;58,92
100;0;5;0;3;1;34;0;20;5;59
100;0;4;2;4;4;34;0;10;15;59
100;0;4;2;3;3;34;0;10;15;59
100;0;4;2;2;2;34;0;10;15;59
100;0;4;1;3;2;34;0;15;10;59
100;0;4;0;3;1;34;0;20;5;59
100;0;2;0;3;1;34;0;20;5;59
100;0;2;1;2;2;34;0;10;15;59
100;0;3;0;3;1;34;0;20;5;59
100;0;2;1;3;3;34;0;10;15;59
0;0;5;4;2;2;40;0;4;15;59
0;0;5;4;3;3;40;0;4;15;59
0;0;5;4;4;4;40;0;4;15;59
100;0;2;1;4;4;34;0;10;15;59
300;1;5;2;4;1;24,56;18,75;12;3,75;59,06
400;5;3;1;4;0;20,88;24,89;13,33;0;59,1
400;5;3;1;3;0;20,88;24,89;13,33;0;59,1
400;5;3;1;2;0;20,88;24,89;13,33;0;59,1
400;1;5;2;2;1;20,88;18,75;12;7,5;59,13
400;1;5;2;4;2;20,88;18,75;12;7,5;59,13
300;2;4;4;4;3;24,56;23,32;0;11,25;59,13
300;2;3;3;4;3;24,56;23,32;0;11,25;59,13
300;2;2;2;4;3;24,56;23,32;0;11,25;59,13
300;2;5;5;4;3;24,56;23,32;0;11,25;59,13
400;3;5;4;3;2;20,88;24,25;4;10;59,14
200;1;5;4;2;1;28,9;18,75;4;7,5;59,15
200;1;5;4;4;2;28,9;18,75;4;7,5;59,15
400;2;2;2;3;3;20,88;23,32;0;15;59,2
400;2;2;2;4;4;20,88;23,32;0;15;59,2
400;2;3;3;2;2;20,88;23,32;0;15;59,2
400;2;3;3;3;3;20,88;23,32;0;15;59,2
400;2;4;2;3;1;20,88;23,32;10;5;59,2
400;2;4;1;4;0;20,88;23,32;15;0;59,2
400;2;4;1;3;0;20,88;23,32;15;0;59,2
400;2;3;3;4;4;20,88;23,32;0;15;59,2
400;2;4;4;3;3;20,88;23,32;0;15;59,2
400;2;4;4;2;2;20,88;23,32;0;15;59,2
400;2;4;3;3;2;20,88;23,32;5;10;59,2
400;2;4;4;4;4;20,88;23,32;0;15;59,2
400;2;4;1;2;0;20,88;23,32;15;0;59,2
400;2;2;2;2;2;20,88;23,32;0;15;59,2
400;2;2;1;3;1;20,88;23,32;10;5;59,2
400;2;5;5;4;4;20,88;23,32;0;15;59,2
400;2;5;5;3;3;20,88;23,32;0;15;59,2
400;2;5;5;2;2;20,88;23,32;0;15;59,2
300;3;3;2;4;1;24,56;24,25;6,67;3,75;59,24
0;0;5;3;4;3;40;0;8;11,25;59,25
300;4;5;5;3;2;24,56;24,7;0;10;59,27
300;4;2;1;2;0;24,56;24,7;10;0;59,27
300;4;4;4;3;2;24,56;24,7;0;10;59,27
300;4;4;3;3;1;24,56;24,7;5;5;59,27
300;4;2;1;3;0;24,56;24,7;10;0;59,27
300;4;4;2;4;0;24,56;24,7;10;0;59,27
300;4;4;2;3;0;24,56;24,7;10;0;59,27
300;4;3;3;3;2;24,56;24,7;0;10;59,27
300;4;2;1;4;0;24,56;24,7;10;0;59,27
300;4;4;2;2;0;24,56;24,7;10;0;59,27
300;4;2;2;3;2;24,56;24,7;0;10;59,27
400;3;3;2;2;1;20,88;24,25;6,67;7,5;59,3
400;3;3;2;4;2;20,88;24,25;6,67;7,5;59,3
300;1;5;1;4;0;24,56;18,75;16;0;59,32
300;1;5;1;3;0;24,56;18,75;16;0;59,32
300;1;5;1;2;0;24,56;18,75;16;0;59,32
200;1;3;2;3;1;28,9;18,75;6,67;5;59,32
400;4;4;2;4;1;20,88;24,7;10;3,75;59,33
400;4;2;1;4;1;20,88;24,7;10;3,75;59,33
400;1;5;1;4;1;20,88;18,75;16;3,75;59,38
300;2;5;4;2;1;24,56;23,32;4;7,5;59,38
300;2;5;4;4;2;24,56;23,32;4;7,5;59,38
200;1;5;3;4;1;28,9;18,75;8;3,75;59,4
100;1;3;2;4;0;34;18,75;6,67;0;59,42
100;1;3;2;3;0;34;18,75;6,67;0;59,42
100;1;3;2;2;0;34;18,75;6,67;0;59,42
400;2;5;4;4;3;20,88;23,32;4;11,25;59,45
300;5;2;1;4;0;24,56;24,89;10;0;59,45
300;5;2;1;2;0;24,56;24,89;10;0;59,45
300;5;2;2;3;2;24,56;24,89;0;10;59,45
300;5;3;3;3;2;24,56;24,89;0;10;59,45
300;5;5;5;3;2;24,56;24,89;0;10;59,45
300;5;4;2;2;0;24,56;24,89;10;0;59,45
300;5;4;2;3;0;24,56;24,89;10;0;59,45
300;5;4;2;4;0;24,56;24,89;10;0;59,45
300;5;2;1;3;0;24,56;24,89;10;0;59,45
300;5;4;4;3;2;24,56;24,89;0;10;59,45
300;5;4;3;3;1;24,56;24,89;5;5;59,45
